id,dialogue
13819839,"Paola: Guys, as I was saying I’d like to take you to the theatre. There’s a very good play this Friday and I can totally get you free tickets if you’re interested
Paola: It’s about this Serbian family just after the war in Yugoslavia. It’s been a hist for a few years now and I’m happy to see they’re back on stage this season as well
Paola: I’ve seen the play a few years ago and actually wrote a review of it, but would be happy to go with you and know what you think of it
Austin: Oh wow that sounds great! Ofc I wanna go
Nicola: Me too! Hope it’s after 6 pm?
Paola: @Nicola, yes, it’s at 8.15
Paola: The theatre is called El Rincón de Sánchez <othre_file>
Paola: We can meet there
Austin: Sounds good. Nicola, would you like to go together? These long, lonely journeys on the bus are soooo boring
Nicola: Ha ha, sure, I bet we can have a nice chat, especially if we actually walk a little bit. I’d suggest meeting at the entrance to the Alto Palermo shopping mall and walking from there
Austin: Can I ask if it’s safe? 🙊
Nicola: Yeah, I do think so
Austin: Splendid, let’s meet at the entrance to the Alto Palermo at 7.30 then
Nicola: Cool, just to make sure, I mean this entrance: <file_other>
Austin: 👍
Austin: Oh wait, will you have eaten? Perhaps we can grab a pizza or something
Nicola: I’ll be coming straight from work so it sounds like the perfect plan
Nicola: What do we have nearby
Austin: There’s actually this place which sells empanadas which are not that bad just where we’re meeting. Not a grand dinner but enough for me
Nicola: Yer, that would do. Let’s just meet at 7:15 in case there are many people in the line or you happen to prefer to eat the empanadas while standing rather than walking 😹
Austin: Lol sounds perfect
Paola: I’ll see you at the theatre then. There’s nowhere to wait outside, so I’ll be waiting for you in the hall if that’s ok
Austin: Totally
Paola: See you soon then
Nicola: Yep. Byeeee!"
13810089,"Leo: hey jess
Jessie: hey
Leo: so what're u doing this weekend
Jessie: yea let me have a look at my tight schedule -_-
Leo: yea who am i kidding. you're always free
Jessie: so what up
Leo: we could maybe go out
Jessie: is it YOU who's asking
Leo: what does that mean
Jessie: its always me coming up with the ideas
Leo: yea right
Jessie: it is right
Leo: so?
Jessie: so i am right
Leo: i mean what do you think
Jessie: oh you mean for the weekend
Leo: yea
Jessie: yea okay, cool
Leo: btw.. you still have to come up with a place to hangout xD
Jessie: see.. ._. always
Leo: it was my idea tho XD
Jessie: WOW -_-"
13716734,"Andrew: wow, weekend! finally!
Andrew: this week's been pretty hard
Nicky: yep, it was
Nicky: work work work
Andrew: we're starting a new project next month
Andrew: and we do everything at a last moment, as usual ;)
Rick: yeah, its always like that
Rick: they dont usually plan in advance
Nicky: they dont seem to learn their lessons;)
Andrew: thats the point
Andrew: anyways, I hope to have a good rest
Rick: yeah, me too!
Nicky: Im just gonna do nothing!
Nicky: :D
Rick: good idea!
Andrew: Me too, I really need a break
Andrew: sleep, in the first place
Andrew: see kids
Rick: ok take care guys!
Nicky: talk to U later!"
13819450,"Caleb: How are you guys?
Jeniffer: very good, thanks
Brooke: yes, it's very exciting here
Caleb: where are you exactly?
Jeniffer: Now in New York!
Caleb: how cool!
Caleb: what have you seen so far?
Jeniffer: We've been to Connecticut and Massachusetts 
Jeniffer: But NYC is the best
Brooke: you forgot about Rhode Island
Jeniffer: right, such an important state! :P
Brooke: ;)
Caleb: you see, I knew you would like it
Caleb: what do you like the most?
Jeniffer: diversity!
Jeniffer: something we don't have in Europe to that extend
Jeniffer: you're walking down a street and you hear 15 different languages 
Brooke: and everything is exaggerated 
Brooke: too big, greater than needed, it's quite fascinating 
Brooke: food, buildings, cars, everything
Caleb: I'm glad you enjoy it girls!
Brooke: :*"
13809967,"Chris: W8! There's more!
June: Feed it to me! Rly curious now!
Chris: At some point, we smashed into a wall downstairs and made a hole in it.
June: Jeez!
Chris: W8! There's more!
June: Do I want to know?
Chris: He was so wasted that he puked down between the drywall!
June: WTF?!
Chris: So funny! And he remained with his head in the wall for like 2 hrs!
June: Why didn't anybody help him?
Chris: Y would they? :)
June: He could've choked to death!
Chris: Nah, afaik he moaned from to time.
June: Please tell me that's the most hardcore thing that happened?
Chris: Oh, no! This party will be legendary!
June: What else?
Chris: Well, then there was this someone who started cooking.
June: Nothing out of the ordinary.
Chris: W8 for it! It turns out that they cooked one of Luke's fish!
June: WTF?! These really expensive sea fish?
Chris: Idk which one. It was rather big.
June: Not Nemo!
Chris: Lol. That's what the guy was shouting! That's Nemo all over again.
June: I rly liked that fish! :(
Chris: I can imagine what Luke will be feeling when he sobers up.
June: Poor Luke. I'll give him a call l8r. Did u know that he went 2000 kms just to buy that fish? It was in a way unique!
Chris: In what way?
June: Idk. He tried explaining it to me, but I forgot.
Chris: Shame on u!
June: Yeah, I know."
13728730,"Lukass: I washed dishes so I couldn’t reply
Lukass: 😊
Marta: It’s okay 😊
Lukass: Yeah I see :D
Marta: So what’s new?
Lukass: Actually I started new school. 
Lukass: How bout you?
Marta: Actually there’s nothing new ;/
Lukass: That’s sooo baaad
Marta: Why? 😊
Lukass: Because there’s nothing new
Lukass: Marta just think about the world where nothing is new 😊
Marta: Ok, that’s right 😊
Marta: maybe it wasn’t too good
Marta: I miss you too :c
Lukass: Actually I miss Patty and you the most but I miss everyone also 
Marta: yup, in our school same
Lukass: It’s really sad
Marta: yeah I want erasmus again!!!
Lukass: Maybe next year
Marta: maybe
Lukass: But if no then i will come to Rybnik by my bike
Lukass: :D
Marta: Ok then I will go to Alutus
Lukass: ok deal :P"
13729493,"Cady: I'm at the sandwich shop, would you like anything before i get home
Aaron: YES!!! I don't feel like cooking :-/
Cady: what would you like?
Aaron: what are you having?
Cady: a meatball sub
Aaron: mmm, what else is on the menu?
Cady: roast beef sandwich?
Aaron: no
Cady: spicy meats sandwich?
Aaron: no
Cady: vegetarian sandwich?
Aaron: no
Cady: they also sell personal pizzas
Aaron: that sounds amazing
Cady: what toppings would you like?
Aaron: pepperoni and italian sausage
Cady: anything else?
Aaron: that's it. could you also bring me a soft drink, please? orange will do.
Cady: we have some home
Aaron: ok, then that's it for me.
Cady: see you in a bit"
13730176,"Bobby: Did you see the episode of I'm a Celeb last night?
Eva: No, I was in the pub watching the Rams lose! <file_photo>
Bobby: Oh! Well, it was super gross!
Eva: The deliveries episode! What did they have to eat?
Bobby: Fish eyeballs surfaced again!!!!
Eva: GROSS!!!!
Bobby: Who thinks of this stuff???
Eva: Some sadist! LOL!
Bobby: I guess! 
Eva: What else?
Bobby: Testicles and penises and worms, etc.
Eva: Oh my!
Bobby: It was disgusting!
Eva: That show is ew!
Bobby: It's good though!
Eva: Yes! I hate missing it. Why don't they replay it on itv2 later?
Bobby: They want people to watch that after show I guess.
Eva: Oh, right. With that Scarlett chick.
Bobby: Yeah. She gained all her weight back!
Eva: Even had surgery and gained it back!
Bobby: No magic bullet is there?
Eva: No. You have to eat right and exercise.
Bobby: No fish eyeballs!
Eva: Definitely not!"
13729743,"Renee: Gawd, she looks like a horse face!
Sue: LOL! YESSSSS!!!!
Renee: Cannot stand her!
Sue: She is just the utter worst. Don't know how he stands her...
Renee: Even her hair is nasty!
Sue: She really looks like an oompa loompa without the orange!
Renee: OMG, yes! The hair!
Sue: Why do you get your fringe so short????
Renee: No idea...
Sue: FUG-LY!!!!
Renee: Beyond, beyond fugly....super fugly! LOL!
Sue: OMG, she's coming over here.
Renee: Look like you're busy!
Sue: Whew! That was close!
Renee: Could you have kept a straight face?
Sue: NO!!!!
Renee: LOL!
Sue: I think she's leaving now.
Renee: Good! We can talk about her! LOL!
Sue: LOL!"
13811763,"Aurora: God
Aurora: Remember how I went to that cousin’s wedding last February
Aurora: And fought with another cousin there
Aurora: I can’t remember if I told you about my spectacular fall there but now I find out it’s been recorded forever in a photo… welp
Aurora: <file_photo>
Aurora: Lovely xD
Isabela: Omg why did someone make a picture of that xD
Isabela: Instead of helping you up lmao
Isabela: Also why do you look happy laying there xD
Aurora: That’s how this world works lol
Aurora: Ikr
Isabela: Or is it an angry smile?
Aurora: I mean this wedding was pretty awful for me and this kind of made it better
Aurora: No, I really found it hilarious lol
Isabela: Hahaha
Isabela: Well tbh it's always better to laugh with it
Isabela: Was the floor that slippy?
Aurora: It was pretty slippery and I was wearing heels and had to run
Isabela: R.I.P.
Isabela: Honestly you could have hurt yourself extremely bad
Aurora: I know, it’s a good thing nothing happened"
13828385,"Joanna: Since you are unable to remember anything I discuss with you in the morning
Joanna: I will now enumerate everything we've got going on this weekend
Daniel: <3
Joanna: Friday night we are invited to two parties and we either do quick appearances at two or stick to Mike's birthday cause well he's a much closer friend than Jimmy
Daniel: noted
Joanna: Then on Saturday night we go grocery shopping, we also need cleaning products cause the apartment is a mess and we have noting to clean it with
Daniel: right right
Joanna: then we have late lunch with your parents
Daniel: is it this Saturday?
Joanna: yes it is
Daniel: could have sworn it was the next
Joanna: no.
Daniel: okay continue
Joanna: Then we go hoe and clean up
Daniel: and in the evening we go to the theatre!
Joanna: niiiiiice you remembered
Daniel: see?
Joanna: What are we doing on Sunday?
Daniel: staying in bed and maing sweet sweet love?
Joanna: you're a moron"
13729626,"Wanda: hey
Zoe: heya
Wanda: i'm so bored
Wanda: <file_gif>
Wanda: please entertain me while I wait in this never-ending line
Zoe: hahaha
Zoe: what are you waiting for?
Wanda: lost my metro pass, have to make a new one
Wanda: and literally everyone else on earth is here doing the same thing
Wanda: :'-(
Zoe: awwwww poor thing
Zoe: can't you listen to music?
Wanda: i forgot my headphones at home
Wanda: <file_gif>
Zoe: face palm is correct
Zoe: we could play I Spy... it would be more challenging because we are in different locations :P
Wanda: LOL sure
Zoe: what are you doing after you accomplish this slow-moving quest?
Wanda: no plans
Zoe: wanna meet for coffee?
Wanda: sure :) 
Zoe: I spy... with my little eye... the end of the line!
Wanda: lol not exactly 
Wanda: i'll let you know when i finish here :D"
13818858,"Raquel: <file_photo> when you're down with a cold and just tiramisu makes you feel better and understood :D
Laura: <file_photo> or brownies... lol
Sarah: Hahaha!! so true! eat them all lovely
Laura: I'm so sick my bf got me a soup maker!
Sarah: omg that's so sweet!! bless him! <file_gif>
Raquel: I wish I had someone to bring me soup! All alone and sick lol
Laura: I can send him over to you. We just made fresh tomato soup <file_gif>
Raquel: Hahaha so nice. I'm just gonna drown my sickness in tiramisu!
Sarah: Laura, he makes you brownies and soup?!! marry him lol
Laura: hahaha, i'm trying! :D he's still on a trying period haha
Raquel: you're so lucky! my last bf wouldn't even give me his jumper :O
Sarah: that's so selfish! and funny too!! so he would just let you shiver and himself be warm?
Raquel: pretty much... :( I'm so ashamed of myself... how could I be with him??
Laura: mistakes of youth! learn and move on! don't be too hard on yourself! <file_gif>
Sarah: exactly!! and maybe always make sure to bring a sweater on a date lol
Raquel: hahahaha thank you girls! you always know how to make me feel better!
Sarah: Always! Love you, gorgeous! take care of yourself and get better soon! sending you big hugs
Raquel: You are always so sweet, thank you, beauty :)
Laura: Raquel, make sure you drink plenty of tea with ginger and honey. it always help my throat and keeps me warm. and it's super yummy too :)) xxx
Raquel: will do :) xxx ooo"
13730460,"Agnes: Hi Viola!
Agnes: how are you? How's your new job?
Viola: Hi there!
Viola: thanks, Im fine. New job also good.
Agnes: do you have a lot of work?
Viola: not really
Viola: ;)
Viola: now Im mostly learning about the company's system in procedure
Agnes: thats good
Agnes: Im sure you'll learn everything soon!
Viola: I hope
Viola: :)
Agnes: and how's your new boss? and the new colleagues?
Viola: quite ok
Viola: so far so good ;)
Agnes: :)
Viola: the people are ok
Viola: quite helpful, I can ask a question if I dont know sth
Agnes: thats very good
Viola: yes :)
Viola: i got to go now.
Viola: Thanks Agnes! take care! :*
Agnes: Bye! And good luck with the new job! :*
Viola: thanks! :*"
13680675,"Lawrence: Papa you're at home in the evening? When are you leaving?
Papa: On Wednesday. Yes, I'm at home all day long.
Lawrence: I'll pop in after jogging. Shorty before seven.
Papa: Do so! You want to say goodbye?
Lawrence: Just wanna see you. Shall we have a meal together, with Anna and Pat, before you go?
Papa: Would be nice. My treat then.
Lawrence: On Sunday? Lunch?
Papa: Brunch in Schlosscafe. OK?
Lawrence: Good. Will you phone Pat?
Papa: :(
Lawrence: OK I will.
Papa: Thank you, son. Nothing against her, just prefer not to have to talk her.
Lawrence: I see. No pro.
Lawrence: What time shall we make it?
Papa: 12ish?
Lawrence: Suits fine. No booking necessary?
Papa: I'd better make one as it's Sunday.
Lawrence: I'll come and C U anyway tonight.
Papa: I'll put beer in the fridge.
Lawrence: And something to eat? Haven' t had lunch today.
Papa: I'll fix you something nice. 
Lawrence: Ta papa! Cheers!"
13730895,"Mary: Where are you?
Tom: Dumbo
Mary: Have you seen the museum there?
Tom: Yes, I've just left
Mary: and?
Tom: I really liked it. Thank you for the recommendation 
Mary: it's good, right?
Tom: very nicely made and curated 
Mary: yes, it's amazing
Tom: especially the stories of the subaltern groups: women, slaves, workers
Tom: and the history of the Brooklyn Bridge
Mary: I know, and it's not very well known
Tom: we were almost alone there
Mary: did you pay for entrance?
Tom: no, we showed our student cards and they let us in for free
Mary: that's amazing
Tom: yes, especially because New York is so expensive
Mary: I know, all museums cost minimum 20 bucks
Tom: Exactly 
Mary: anyway, I'm happy you liked Dumbo
Tom: Very much!"
13717287,"Alicia: have you watched the royal wedding?
Patricia: oh sure
Eugenie: yeah
Patricia: They look absolutely fab!
Patricia: Harry.... <3
Eugenie: its funny how he was an ugly boy and is now so handsome :P
Alicia: and his brother took the opposite way
Patricia: yeah, William was such a pretty boy
Patricia: and now he's not so handsome
Eugenie: But Harry and Meg...
Eugenie: really royal couple! <3 <3
Patricia: shes so different
Patricia: she will do a lot of mess in the royal family
Eugenie: oh really?
Patricia: yeah. American, divorced, older than Harry
Patricia: its never happened before yet
Eugenie: you're right
Alicia: true. Kate is so traditional 
Alicia: but Meghan...
Alicia: :P
Patricia: Ok, I gota get back to work. 
Patricia: bye for now Ladies!
Alicia: Bye!
Eugenie: see you :* :*"
13716721,"Robert: Nora The metoo movement was started by wealthy bourgeois white women like Sandberg and continues to largely benefit those like her. They’re actually very similar.
Sophie: Robert let me know we you condiser to be a part of helping these women you mention.
Sophie: She monetized the death of her husband by writing a book. She acted like she knew everything about grief and went from talk show to talk show promoting her book but never gave it to those who are grieving.
Sophie: There is little honest and altruistic about her. She has enough money but never thought about giving out the book to those men and women who suffered the same.
Robert: Sophie Why would they want to read it?
Msty:  Never liked her something I did not know what
Gerard:  Greed and power over any level of ethical constraints.
Michelle: Ah the old anti-semite slander.. it's rife in the UK too. Many ppl see right through this desperate deflection tactic.
Violet:  There’s a new “ism” in town. Fearism. Fear of loosing wealth, status, respect, belief system, etc. - resulting in poor and dangerous decision making by the Fearist - membership includes both men and women.
Caroline: Time for her to lean out.
Msty: Female work bully or Devil wear Prada
Carole: This is everything that’s wrong with White Feminism hat is a racist comment.
Beth: (((White)))
Carole: Beth bore off! I’m referring to ‘white feminists’ and their blindness to structural issues.
Richard: Says the white person getting offended on behalf of other people
Julie : Corporate is as corporate does.
Gerard: the lack of integrity is front and center and don't leave out zuck either
Mark: sounds just like our very own tory party
Msty: What rubbish
Msty: <file_other>
Caroline: What if women are much like men?
Mark: Joining corporate culture and behaving like sleazy greasy male executives does not a good feminist make."
13821593,"Ann: guys, I'm seriously thinking about moving to Canada next year
Tony: what? why?
Ann: I need something new, I'm fed up with this city
Marianne: But why Canada? It's so cold
Tony: Have you ever been there at least
Ann: No, I haven't, but that's the best, something completely new
Marianne: I think you would like it
Marianne: it's American, but not too much
Tony: and European, but not too much
Marianne: true!
Tony: but you should go to Vancouver 
Tony: <file_other>
Ann: I didn't know it's such a liveable city, they always talk about Vienna and Melbourne 
Tony: and Vancouver, I think this is the holy trinity of comfortable life on this planet
Marianne: But you would be so far from us...
Ann: Maybe I'll just do it for a while
Ann: And most of all we will see if I can find a job there
Ann: But I could basically anything
Tony: I feel I'm too old for that, but I envy you a bit
Ann: But you've done it already, with Paris I think
Tony: Yes, but it was in my 30s
Tony: now I need some comfort, predictability, stability
Ann: so also for me it may be the last moment to try some craziness 
Tony: possibly, I like this idea, we should be more crazy in life"
13731237,"Lauren: Hi!
Adam: Hi! Excited?
Lauren: very much! It will be my first time in NYC
Adam: I know
Lauren: I'm reading about the city right now
Lauren: I didn't know it consists of 5 counties
Adam: yup, Manhattan, Long Island, Brooklyn, Queens and the Bronx
Lauren: no, Long Island is a part of the Metropolitan Area but not of the city
Adam: so what is the 5th borough?
Lauren: Staten Island 
Adam: right! I forgot about the islands!
Lauren: they became one city in 1898
Adam: I didn't know. Interesting
Lauren: Yes, it has a fascinating history
Lauren: you know I'm into history
Adam: I know, you should visit the Museum of the City of New York
Lauren: nice! I like city museums
Adam: We can even go there together
Lauren: yes, let's do it
Adam: ok!"
13828406,"Jeff: Yo! Can I ask you some questions?
Daniel: Sure!
Jeff: After our last talk I decided to check the books you recommended.
Daniel: Discworld series?
Jeff: Yep.
Daniel: So what do you want to know?
Jeff: There's so many of them that I don't know where to start!
Daniel: I know it might not be the most useful advice but I would start at the beginning :P
Jeff: Very funny...
Daniel: I'm serious.
Daniel: There are lots of ""recommended"" patterns when dealing with Discworld series.
Daniel: But for me the answer is simple.
Daniel: Just start with the first book and follow the order in which they were released.
Jeff: So why people recommend a different approach?
Daniel: There are many sub-series within Discworld.
Daniel: Rincewind, Witches, City Watch, Death and so on.
Daniel: Some prefer to read it that way to focus on one set of characters.
Jeff: Okay but you still think I should read everything in order?
Daniel: That is what I did.
Daniel: Especially that there are characters that appear across several series.
Daniel: So that way you won't miss anything.
Jeff: Oh now I get it.
Jeff: I'll just follow your advice.
Daniel: No problem.
Daniel: I really think, you're going to enjoy it."
13829434,"Ashton: nothing better than some NBA drama
Lucas: again with the Lakers?
Ashton: yeah, it seems like it never stops
Lucas: what's the problem this time?
Ashton: tempering
Ashton: again...
Lucas: seems like a recurring theme with them
Ashton: most of the times it's blown out of proportions
Lucas: so what happened?
Lucas: I'm not really up to speed
Ashton: Magic held a press meeting and told the reporters that Simmons contacted him for potential mentoring next summer
Lucas: that's it?
Ashton: well apparently Philly's GM didn't allow it and now NBA is investigating
Lucas: does seem like it's blown out of proportions like you said
Ashton: they probably still have all the drama with George and Davis in mind
Ashton: and are playing it safe
Lucas: if that continues Magic won't be able to talk to anyone outside the Lakers organization
Ashton: maybe it would be safer for him this way
Ashton: I don't think other franchises are happy with him and James' agent getting involved with all this
Lucas: I'm sure it happens with other GMs as well
Lucas: they're just not under such a scrutiny
Ashton: that's what you get when you're Magic
Ashton: too bad it doesn't help the team
Ashton: this season is pretty disappointing
Lucas: yeah, I wouldn't be surprised if they'll miss the playoffs again
Ashton: maybe things will be better after the All-Star Weekend
Lucas: who knows
Ashton: not me..."
