id,dialogue,summary
13681653,"Mike: I am not happy🤬
Sue: oh dear.. whats up?
Mike: that bloody customer was on again today..
Sue: oh no
Mike: yep.. he went straight to the boss
Sue: oh no what did Kev say?
Mike: well kev already knew about him from yesterday and told me not to worry
Sue: yes but he want expecting him to come back today was he?
Mike: no
Sue: What did the bloke say?
Mike: Kev said he said the same as he said to me, basically it was a manufacturing fault and there was nothing I could have done anyway but send it back which I offed to do
Mike: he said he kicked off at him too.. took the head office number and both our names
Sue: will you get in trouble?
Mike: I cant see how we can, its a problem with the radio not us, we cant just give him his money back like that, he didn't want to listen to me or kev it seems
Sue: yes but I would be mad if I bought something and it broke
Mike: he bought it two years ago Sue!
Sue: oh.. maybe thats different lol
Mike: hes lucky we would consider looking at it after all this time really
Sue: I spose so was it expensive?
Mike: about 200
Sue: for a radio?
Sue: I would want that to last 10 years lol
Mike: well...
Mike: it had a years warranty and they will fix it I recon
Sue: I dont think you have heard the last of it",Mike is angry because of the dissatisfied customer whose radio broke down after two years of usage. Sue believes that a radio costing 200 should last longer. The device has a warranty and will probably be fixed.
13820469,"Trevor: <file_other>
Trevor: anyone interested?
Trevor: I want to buy tickets now
Chelsea: so soon???
Ethan: I'm in!
Chelsea: i have to think about it
Trevor: it's much cheaper now in early bird promo
Chelsea: i dont know if i can go 4 days
Ethan: 1 day pass is half price of full pass
Trevor: and no 2 or 3 day tickets this year :(
Chelsea: honestly... i dont think i can go... its too much :/
Levy: hi, I'll let you know tomorrow
Levy: it won't be cheaper... that's a good price for a festival 
Chelsea: i know... i just dont think i can afford it
Trevor: I'm looking for accomodation now
Trevor: please let me know asap, I'll try to find a room for Sara and me but maybe it would be a good idea to share one apartment
Ethan: the one we had 2 years ago?
Levy: it was very big
Ethan: and cheap
Trevor: and dirty :)
Ethan: come on... it was clean before we came hahaha
Trevor: Ethan you're coming with Ree?
Ethan: I think so...
Trevor: <file_other>
Trevor: <file_other>
Trevor: 2 bedrooms
Ethan: looks good!",Trevor found cheap early bird tickets for the festival. Chelsea cannot afford it and doesn't know if she can go anyway. Trevor is also looking for the accomodation. Ethan and Levy like the big and cheap apartment they had 2 years ago.
13829220,"Monica: Hi, hon. Got a minute.
Floyd: Always for my beloved:)
Monica: Good. I was thinking about vacation.
Floyd: That's early.
Monica: You know. Need to have everything planned.
Floyd: That's you all right=)
Monica: Why don't we do something really spectacular this year.
Floyd: Like what:
Monica: I don't know. Something exotic.
Floyd: Exotic like India or exotic like zero gravity.
Monica: Don't fool around. I am serious.
Floyd: I was afraid of that. So, what do you have in mind?
Monica: I was thinking about photo safari in Africa?
Floyd: Do we have a camera?
Monica: We've got our cells. We can always buy a camera.
Floyd: Sure we can.
Monica: I am glad you say that.
Floyd: Anything for you, hon.
Monica: Good. Already booked us two weeks in Tanzania. In July.
Floyd: It's gonna be hot!
Monica: Well, it's called summer vacation.
Floyd: It is indeed. So I'll just get the camera.
Monica: That would be great.
Floyd: You've got it, hon.",Monica was thinking about vacation. She proposed a photo safari in Africa. Floyd agreed to go with Monica. She booked two weeks in Tanzania in July.
13728245,"Vera: Do you know any games that would work well during a get-together party?
Olga: That's an interesting question
Olga: Actually, I remember one we used to play in college
Olga: It's called 'Mafia'
Vera: Sounds intriguing :) Can you describe how it works more less, please?
Vera: I invited some colleagues from my new job and hope to spend this time in a relaxed atmosphere
Olga: Sure, I'll try
Olga: So... It all comes down to playing various roles
Olga: You need to prepare little notes with the following roles written on them: 'mafia' (2 or 3 such notes), 'mayor', 'policeman' and the rest will be 'residents'
Olga: Everyone picks a random note
Olga: The game is led by a preselected person, let's call him a leader. There are 2 parts of the game - night and day
Olga: All the players sleep at night, I mean everyone closes their eyes
Olga: The leader says which character should wake up. Mafia wakes up every night and eliminates one player
Olga: The next one to wake up is mayor who can save a chosen player from death, including himself
Olga: Then a policeman wakes up and have an option of checking up on a chosen player by asking the leader if that person is a mafia member
Olga: Remember that nobody says anything - you make gestures to communicate 
Olga: Are you with me, Vera? :D
Vera: Sure, ofc, it shapes up well! Keep going, please :)
Olga: Sweet :)
Olga: So... The night ends and it's daytime now. A person indicated (killed) by mafia is out of the game and the players discuss who can be a perp
Olga: This is the most important element of the game because here the fun begins. The city seek to eliminate mafia and the mafia's trying to kill the mayor or the residents
Olga: And now the last thing that I should mention - the worst mistake while playing the game is to hurry.
Olga: You need to have plenty of time for Mafia. And trust me, it's addictive ;)
Vera: Wow, Olga, this all sounds fantastic!!
Vera: I'm sure everybody will like it
Vera: How about you? That would be just awesome if you could join us :)
Olga: Hmm... When are you planning to meet?
Vera: Friday evening :)
Olga: Actually, why not. I'll be your tutor :)
Vera: Super!",Vera invited some colleagues from her new job to a get-together party. She is looking for a game. Olga recommends a game called Mafia. Vera wants Olga to join the party on Friday evening. 
13681578,"Sid: Casie, you gotta help me
Casie: what happened?
Sid: I have this song stuck in my head and I can't remember what it is
Casie: haha it happens to me a lot
Sid: It's about a girl like she's sad but she gets better
Casie: that's like a milion songs
Sid: It was sang by a guy and now it's again on the radio but sang by a girl
Casie: Hmmmmmm
Sid: It's from the 90s I guess?
Casie: <file_other>
Sid: no, that's not it. cool song, though
Casie: Right? 
Sid: i just can't get it out of my head
Casie: Oh! I know!
Sid: ??
Casie: <file_other>
Sid: YES
Casie: Haha, I didn't know you were into Super Girl
Sid: It's a great song
Casie: I know, I like it too
Sid: Thanks Cas!!
Casie: No prob!",Sid has a song stuck in his head and Casie discovers it is Super Girl.
13728550,"Tracy: do you have time to make plans for the party now?
Joanne: sure
Tracy: <file_gif>
Joanne: let's get it on ;)
Tracy: so first... we need plastic cups and cutlery
Joanne: i have some left from the last time so we don't need to buy that
Tracy: perfect, what else?
Joanne: juice, sodas?
Tracy: how many people will come?
Joanne: around 10 i think
Tracy: ok... so one 1 liter juice and one one 1 liter soda each person?
Joanne: sounds about right... get some different flavours: apple, orange, grape... also fanta, cola, sprite
Tracy: yeah of course, Arthur can get those in Tesco 
Joanne: cool, what else? Snacks?
Tracy: maybe we make something healthy instead of chips and nachos as usual?
Joanne: i don't know... the boys won't be too happy about it
Tracy: let's split it half and half then? 
Joanne: ok, i can buy some nachos then.. can you make guacamole?
Tracy: sure, from 5 avocados?
Joanne: should be more than enough, can you also make some hummus and cut carrots and celery for us?
Tracy: brilliant idea, I will :)
Joanne: we are the perfect party planners :D
Tracy: yes we are :D
Joanne: <file_gif>
Tracy: <file_gif>
Joanne: hahahaha ;)","There is no need to buy plastic cups or cutlery. Around 10 people are coming and Arthur should buy 1 litre of juice and soda per person. The beverages should be of different flavours. Joanne will buy some nachos and Tracy will bring guacamole with 5 avocados, hummus, carrots and celery."
13809905,"Tim: How's oreo?
Seth: worse :/
Tim: shiiit
Seth: mum's thinking about putting him down
Tim: srsly?
Seth: yeaj but I can't do it
Tim: is he in pain?
Seth: he can't eat anymore so I'm feeding him with a little spoon
Tim: poor oreo
Seth: I don't know maybe I should take him to the vet
Tim: wel he is over 16 years old
Seth: can you imagine? I was only 10 when my parents got him
Tim: *well
Seth: anyway, how are you?
Tim: okay, busy at work
Seth: how's Susan?
Tim: on a business trip to Vienna
Seth: quite a traveler that Susan :)
Tim: she's coming back tomorrow
Seth: :)",Seth's pet Oreo that he got when he was 10 is feeling worse and they're thinking of putting him down. Tim is busy at work and Susan is on a business trip to Vienna. 
13612002,"Dee: Finish at 5.30pm r u on your own shall I pop round for coffee xxx
Caron: Hiya yes if you like.. mum may turn up while your here xx but we are going to take the boys out for dinner later.. come with us if you like.. but yes a coffee is good xx
Dee: Your alright I'll catch up with you another time if your going out no worries xxx
Caron: Ok hun xx
Dee: Hi Caron I've got raeya tonight so won't be over sorry I should of text you earlier xx
Caron: Don't worry I'm painting xx
Dee: 😁😁👍
Dee: Morning was going to pop round for coffee b4 I clean my nans house if your in xxx
Caron: Of course I'm in lol
Dee: 👍👍
Dee: I'm coming over straight from work what's for tea lol xxx
Caron: We'll get takeout xx
Dee: 👍👍👍
Dee: Make a decision for me do you want to go out if so chelt or glos no probs if you don't I need you to say yes or no xxxxx
Caron: Dressy or casual?
Caron: Lennon will look in on dog.. I will come home tho... just waiting to see if he will bring me over
Dee: Ok smart casual wearing culottes and top Sandals xx
Caron: Ok I'll let u know what time I'll be over
Caron: I'll be over 8 ish x
Dee: 👍👍","Dee is trying to visit Caron, but due unfavorable circumstances both of them decide not to do it several times. Finally, they decide to go out dressed in a smart casual way. Caron will be at Dee's place around 8."
13716373,"Meg: Are you watching 'Who wants to be a millionaire'?
Harry: Yes
Will: I am too.
Meg: did you see the last question? 
Meg: the one about strobing, what is needed to do that?
Meg: I cant imagine that a woman didnt know!
Harry: well, I didnt know either
Meg: But ok, you're a guy!
Meg: Will, you didnt know either?
Will: thats right, I didnt.
Will: but Kate knew ;)
Meg: Of course!
Meg: How can a woman not know such a thing? Im really shocked!
Will: and the question the guy got about 1 dollar bill
Will: this kind of questions is really difficult
Harry: yeah
Harry: its funny that you see something quite often, but when they ask you to visualize it, you dont know
Will: yes, its funny
Will: I wouldnt know either
Meg: I'd say in general the questions were rather difficult today
Harry: you're right","The general questions in ""Who wants to be a millionaire"" were difficult today. The one about strobing and the one about the 1-dollar bill were of special interest to Harry, Will and Meg. Any woman should be able to answer a question about strobing."
13729361,"Audrey: Matt where are you
Matt: Studying on second floor
Matt: Murray
Audrey: I will be in half an hour
Audrey: On campus
Matt: K 
Matt: I will be here if anything
Audrey: Want something to eat?
Matt: Well
Matt: We can come down to the food court
Audrey: Flaming WOK?
Matt: haha you bet
Audrey: I am so hungry too 
Audrey: We get something to east before
Audrey: studying ok?
Matt: No problem
Matt: I am just procrastinating right now
Audrey: Thats bad
Audrey: You just need food! 
Matt: hahaha",Audrey will join Matt studying in one of the campus buildings.They will eat at Flaming WOK before studying together.
13810108,"Ethan: Hey Sis! How's life? Did u start thinking 'bout Xmas gifts?
Abigail: Hey Bro! No, damn I didn't have time! But I got some ideas when I was home last weekend XD
Ethan: That's great, because I'm having a really hard time to find somthing out XD
Abigail: Did you hear that uncle Steve is going to spend Christmas Eve with us?
Ethan: Srsly? Uncle Stevie? This is going to be a lot of fun then! :D
Abigail: Precisely! But anyway, I was thinking to buy mum new Kindle? Her old one is nearly ruined!
Ethan: Yeah, that's sounds like a good idea! And we could also buy some e-books as well
Abigail: She said to me last time that she was still missing this one book by Val McDermid
Ethan: Do you remember the title?
Abigail: Uhm..let me think…""Killing the Shadows"" I believe
Ethan: Okie dokie, I'll look for it. What about dad? 
Abigail: What about this bird-watching set? He has been preoccupied with watching animals recently XD
Ethan: Haha, that is a funny idea! Where did you see such set?
Abigail: In Craig's Shop as far as I remember, let mi find this picture I took
Ethan: In Craig's Shop? Srsly? XD
Abigail: <file_photo>
Ethan: Looks really professional to me! :D
Abigail: Right?! I know! :)
Ethan: So now we have left uncle Stevie and granny Meg
Abigail: I happen to know that Granny is missing some nice new bag for carrying all the stuff she always carries
Ethan: Yeah, I remember the last time she brought IKEA bag with her XD
Abigail: I'll will take a look at the bags then :)
Ethan: So uncle Stevie - what do you think? We don't know him that well
Abigail: You're right, we don't know him, so we could use some universal type of gift
Ethan: The only universal type of gift I have in mind is book again. I think he likes poetry
Abigail: We'll need to ask mum then
Ethan: Yeah, let's do this. Oops, I gotta go now! Stay in touch Sis!
Abigail: Ok, CU soon :D","Ethan and Abigail exchange ideas about Christmas gifts. They want to buy new Kindle and ebooks for mum, bird-watching set for dad, a bag for granny and a book for uncle Stevie who's coming for Christmas Eve."
13728827,"Adelaide: How is your throat?
Terry: Better, thank you! :)
Adelaide: So glad to hear that!
Terry: :)
Terry: And I feel better.
Adelaide: Good :)
Terry: What's been going on at the office?
Adelaide: Nothing special. Same as usual.
Terry: So the new project hasn't started yet?
Adelaide: nope...
Adelaide: I told you, it won't start before the end of the year, I bet my moring coffee on that!
Terry: Okey, we'll see. 
Terry: I say it will start next week!
Adelaide: No way!
Adelaide: C'mon, they're talking about it since September! 
Terry: But Tina is back now and she can move thing around!
Adelaide: If you say so. 
Adelaide: I don't know her that well. 
Terry: She's spoken to Peter about this project already last week. 
Adelaide: And?
Terry: And then she asked me whether I'd be able to work more the new few weeks, so I guess it is it.
Adelaide: Or Peter found some new pass time for you. hahahaha ^^
Terry: Better not!
Terry: When you're saying it, I feel sicker already...
Adelaide: Oooo :P ",Terry is feeling better. Terry reckons the new project will start next week but Adelaide finds it hard to believe.
13730274,"Seb: Was that the last race of the season?
Clara: Yes! Did you miss it?
Seb: Yeah, I was away for the weekend. Dang!
Clara: You can probably find it online somewhere.
Seb: Yeah. Damn!
Clara: Did you see Will Smith and Hamilton?
Seb: I did see that at least! Hilarious!
Clara: Really funny! I think Hamilton could be an actor!
Seb: If all this racing didn't work out? LOL!
Clara: Yeah, right!
Seb: I'm sure he's thought about it.
Clara: And singing and modeling and...
Seb: Exactly. He will retire and have a whole other career.
Clara: Why bother? He's loaded anyway!
Seb: True. For fun I guess.
Clara: He does enjoy being famous.
Seb: That he does. 
Clara: Not sure which starlet he's hooking up with these days.
Seb: Did you ever see the way he dresses? 
Clara: Yeah, fashion victim!
Seb: I know!
Clara: Anyway, try to catch it. It was an alright race but the end was nice.
Seb: Okay, thanks.
Clara: You bet!","Seb missed the last race of the season, but he did see Will Smith and Hamilton and he loved it."
13715798,"Eve: Kate, is Matt ok?
Joanna: Is everything ok?
Kate: He was released from the hospital yesterday
Kate: And seems to be doing good
Carol: Kate, what happened to Matt? 
Kate: fell off his bike and has a broken leg
Carol: Oh dear, I'm sorry
Kate: Thanks
Kate: It was on Monday and Simon sprained his toe yesterday...
Joanna: Girl, you've got a lot going on right now!
Carol: Bless you! 
Kate: You could say I've got my hands full
Eve: Do want me to come over and help? 
Kate: That's so sweet of you
Kate: But I will manage 
Eve: Okay, let me know if you need anything
Kate: I sure will
Joanna: Take care, honey
Eve: and keep us posted
Kate: Sure thing!","Matt fell off his bike and broke his leg on Monday. Matt was released from the hospital yesterday. Simon sprained his toe yesterday. Kate is busy, but will manage on her own. "
13829818,"Logan: You know, if you like books that contain word play and have an unusual style, you should check out ""A Series of Unfortunate Events"" ;)
Holly: I love books that have an unusual style and contain word play :D I'll definitely have to read it :D 
Holly: (didn't it come out on Netflix?)
Logan: Yeah, the series pretty good, but the books are better ;)
Holly: :) My kind of book
Holly: How are you?
Logan: Right now I'm preparing the materials for today's classes, also sorting out some stuff, because I'm flying to Paris on Saturday :) You ever been?
Holly: Oh cool! What's the occasion? 
Holly: Yeah, once for my sister's 18th birthday
Logan: Your sister spent her 18th birthday in Paris - lucky girl! 
Holly: I know :) We were only there for one day, so we spent the day in Park Asterix :D
Logan: From Asterix & Obelix - dude, I loved those comics as a kid! :D 
Holly: Me too :) My sister and I would buy all the comics from our pocketmoney... I think we still have some in my room
Holly: Anyway, you never told me what you're up to in Paris :)
Logan: Can't a guy have a few secrets? ;)
Holly: Come on, spill!
Logan: I'm visiting my sister in Paris - I promised her I'ld bring her a few things and I also want a chance to explore the city. I'm also determined to see the art galleries, although I probably won't even manage to see half.
Holly: At least you'll get to got to *Paris*
Logan: Yeah, that is pretty cool :) And it was great that Air France has relatively cheap tickets going both ways (165 euro)
Holly: Nice! :D Get me a souvenir? 
Logan: Sure :) Anything in particular?
Holly: Nothing cheesy - just anything I can use.
Logan: Like a keychain?
Holly: Yeah, that would be great actually :) 
Holly: Just none of those T-shirts saying: ""I went to Paris and all I got was this damn T-shirt""
Logan: Oh come off it, they're not bad!
Holly: Yeah, they're just cheesy as hell.
Logan: Note to self - don't get Holly any T-shirts 
Holly: thanks btw :)
Logan: Anytime ;)",Logan is flying out to Paris on Saturday to visit his sister. Holly has been there once before. Logan will bring Holly back a souvenir.
